text,domain_5,true_label_id,pred_label_id,true_label,pred_label,prob_true,prob_pred,prob_max
ci il ci kursu bitirib rayona gəlmişdim bərk külək əsirdi iyul ayında darvaza əyilmişdi petlədən çıxırdı qala qardaşıma dedim gəl taxta salaq darvazanın altına petləyə keçirək darvazanı qaldırdım darvazanı əli saxlamışdı güya itələyəcək düşəcək yerinə külək darvazanı aşırdı anam işdə atam taksi sürücüsü işləyirdi darvaza üstümə aşanda qardaşım tez çəkdi özünə sağ ayağının topuq hissəsinə düşdü topuq hissədən ayağı sındı dəqiqə ərzində topuq şişdisə qardaşımın hənirtisi məhləni götürdü tez evdən buz gətirib ayağına qoyub sarıdım ev telefonu anama zəng vurub hadisəni danışdım yazıq arvad başı yalolu evə gəldisə işdən tez atamı çağırdıq news_src rdıq bərdədə qənbər həkimin yanına anamın dayısı neçə il bərdənin baş trammatoloqu işləyib qənbər həkim yerli keyitmə qardaşımın topuğun yenidən yığdı yığılmış suyu çəkdi ayağın gipsə qoydu qardaşımın ayağı gün gipsdə qaldı yataqda gündən news_src rdıq yanına özü gibsi sökdü topuğuna karset keçirdi kömık elədi qardaşımın yeriməyinə yaxşı sümükbərpa edici qidalar dərmanlar atdı özün qorudu topuqdan sınmışdısa ayağı əyilmişdi ümumilikdə topuq sümüyün bərpa elədi ayağı yenidən yığdı qənbər həkim üstündən il keçib heç ağrı əyrilik şiş göyərmə olmadı yəni deməyim odur ölkədə yaxşı həkimlər onların qədrin bilmık lazımdır həkimlər tanrının yerə göndərdiyi xilaskarlarıdır yaxşı məsuliyyətli həkimlərə eşq hörmətlər,Public Services,1,0,neu,neg,0.031525444239377975,0.9577621817588806,0.9577621817588806
ev sahibi evini kiraye verir musteri de ishden gucden evlere baxabilmir maklere hevale edir makler munasib musteri getirir ilkin odeniş en ayliq edir ev ela olur her iki teref ucun ideal variantdir evin qiymeti azn den ay azn edir maklere hemin azn qarsiliginda catan pul azn olur azn in sirket rehberi ile bolur ve azn qazanir tebii ish de gunde alinmir hefte musteriye ev gosterir alan ev sahibi buradan azn odemek istemir odeyen ise azn odememek ucun maklerden narazi qalir butun bunlardan elave ise notarial qaydada olmadigi ucun vergiden de azad olurlar yene de maklerin manati her iki terefe agir gelir heç siphesiz deleduz axmaq makler doludur yalanci ve pul ucun min and icen inanin sirketlerde isleyen temiz durust maklerler de gunde evi zeng goturub her birini sayta isleyir bud deqiqede olmur sozle ortada heqiqeten eziyyet ikincisi de dellalliq deyilen peşe yeni deyil vasiteci ve makler,,1,0,neu,neg,0.04688292369246483,0.9304414391517639,0.9304414391517639
fevral sərgüzəştləri part azərbaycanda real vəziyyət hardasa ofisdə işləyən səbinə səbiş moskvada yaşayan bibisi oğlu mamedin maqa xahişi korona pul köçürmə yolu azn pul göndərib syəbiş nolar qadan alım pulu götür elyaya qızıl al göndər səbiş ofis meneceri işləyir subaydır gəncəbasar tərəflərdəndir bakıda nənəsi qalır maqa bezdirib səbiş ləəxxlı bi şey al h news_src sevgilimin xoşuna gəlsin səsin atıb votsapda səbiş dünən axşam işdən s news_src t tez çıxıb gedib moskva univermağında rəşadın yanına sep klon üzzük sırqa dəsti alıb rus qızılından üstündə brliyyant qaş svarovski qaşlar axşam həvəslə elyaya yazıb gəl mola sənə surprizim elya p news_src consda görüşən səbiş qızıl bağlamanı uzadır maqa göndərib sənə elya həvəslə bağlamanı açıb qızıl dəstin görən pff mını neynirəm demişdim m news_src ayfon pörpl alsın deyib hədiyyəni qaytarır geriyə səbiş lomkaya düşüb maqaya səs atır maqa qadan alım elya hədiyyəni bəyənmədi ee ayfon isdəyir maqa əsəbləşib səs atır götürmür cəhənnəmə götürsün köpəyin qızı saxla özündə gələn ay gələcəm ayfon alacam mını verəcəm soxsun gözünə ara yerdə səbişin günlük əziyyəti heç eləməyin xanımlar qızlar adlar şərti olsa hekayə realdır,Social Life & Entertainment,2,0,pos,neg,0.02449713461101055,0.9274420142173767,0.9274420142173767
rəssam həm həkim olub dövrünə görə tibbi yenilikləri olub kral cəmiyyəti insanlar kilsə onun kəşflərinə əhəmiyyət verməyib həkim insanlar üzərində çoxlu tibbi araşdırmalar news_src rıb news_inst iş prosessində çəkib adəm ilk tanışlığı tövratı oxumaq başlayır tibbdə isə sübut edir müddət tibbi araşdırmaları saxlayır bildiklərin rəsmlərə köçürdür adminin yazdığı anatomik eyniləşdirmə doğrudur beyinə oxşar qırmızımtıl hissənin sağ yuxarı hissəsi ürəyin sol komerasının çıxışına bənzəyir beyinin içində olan mələklər spermatazoidlərdir sol tərəfdə uzanmış adam mələyin barmağının toqquşması cəmir spermanın tutmağı deməkdir beyinə bənzər forma həm dölü təsvir edir sol tərəfdəki insan isə cəmi spermatazoiddən insanın yaranmasın göstərir şəkilin çəkilməsi il vaxt news_src rıb,Social Life & Entertainment,1,0,neu,neg,0.056298594921827316,0.9161084294319153,0.9161084294319153
açıxlamanı oxuyun mənim mizahlı vətəndaşlarım sinyal vasitəsi yuxunuza reklam yerləşdirməyəcəklər sadəcə nəyi izlədin yuxuna girir buda normal şeydi əslində yəni insanın düşündüyü şeyin onun yuxusuna girmək ehtimalı çoxdu dəfələrlə başıma gəlib,Public Services,1,0,neu,neg,0.07168992608785629,0.8972951769828796,0.8972951769828796
pis örnəy deyəndə ən azından aşk acısı çəkdirən filmlər qədər gənclərin tərbiyəsini pozmayıb hörmətli albert düşüncə tərzinizi idealogiyanızı paylaşırsız gözəldir məlumatlarla şey araşdırdırdığınızı ildirki müntəzəm paylaşımlar etdiyinizi görürük kəsin sizinlə eyni düşüncəyə sahib olduğu anlamına gəlməz nədəki izləyicilərin sizin düşüncələri alqışlayacaq yaxud alqışlamalı olduğu deyə şeydə yoxdur kimsənin əsgərlik dönəmini çəkdiyini onun kariyerası bağlılığı ola bilməz yalnız hərbiçilərə aid ola bilər sizə kiçik sirr açım rembo tanıdığımız sylvester stallone mülki həyatında vietnam müharibəsində döyüşməyib filmdir həmdə film adi film deyil filmin içində siyasətə məlumatlar verən anılar hansıki israil höküməti filmin sonlandırılmasını türkiyə hökümətindən xahiş edir türkiyə höküməti özəl sektora müdaxilə etmədiyini deyir film hakkında düşüncələrinizi zəhmət olmazsa özünüzə saxlayın sizin bəyəndiyiniz film kitab bəzəndə reklamlar hakkında iki vərəqli dəftəri dolduracaq şəkildə tənqid yazmaq mümkündür kimsə sizin düşüncənizi dəyişəcək şəkildə edə bilməz eləcədə uğursuz paylaşımınız səhifə izləyicilərində filmə qarşı fikir dəyişikliyi etməyəcək filmin seriyasını incələyən gözəl vəzifələrdə eləcədə elmi araşdırmalarda iştirak edən insan tanıyıram həmçinində siyasətçi film təkcə fantaziyalara əsaslanan film deyil deyil ən azı hollywood filmləri qədərmürəkkəb işlər görür nəysə zəhmət izlədiyinizi deməyin filmi heç izləməmisiz and içsəniz yalandır iq səviyyəsi sizin qədər olan heç şəx filmi izləmişsə hakkında fikirləri səsləndirə bilməz şeyi qoyaq qırağa səhifədə zamanlar ağız dolusu tərif yağdırdığınız youtuber imaran asadovun film hakkında dediklərinə qulaq asardınız,,0,1,neg,neu,0.06337980180978775,0.887920618057251,0.887920618057251
ictimai yerdə siqaret çəkmək düzgün deyil istəyən gedib qıraqda adam olmayan yerdə dayanıb dəqiqəyə çəkə bilər ümumiyyətlə ərazidə siqaret çəkmək xüsusi yerlər otaqlar olmalıdır əgər bəs avtobusun maşının tüstüsü ətrafa yayılır ona heç demirsiniz deyənlər varsa tüstünün mənbəyinin tam yanında dayanıb tüstünün faizini udmaqla tüstünü atmosferə yayılmış halda qəbul etmək arasında yerlə göy qədər fərq biri yanında dayanıb fazini qəbul edirsən biri tüstü böyük həcmli havanın içində həll olur onun milyonda birini bəlkə qəbul edirsən yeri gəlincə atmosferin təmizlənməsi yönündə lazımi araşdırmalar news_src rılır,,1,0,neu,neg,0.08272717148065567,0.8803020119667053,0.8803020119667053
beyin insanın əsas nemət varlığıdır yoxdursa insan insana qul olmaqdan heç nəyə yaramır,Public Services,2,0,pos,neg,0.04091604799032211,0.8787742257118225,0.8787742257118225
mecidde donuz saxlayridi bilmirəm bunun menasi nedir montajlardan xosuma gelib tolet etmək,Public Services,1,0,neu,neg,0.08376650512218475,0.8768049478530884,0.8768049478530884
iranın bmt dəki missiyası qeyd israilə qarşı əməliyyatı bitmiş hesab etmək bəzi siyasi şərhçilər hesab edir bağlı qapılar arxasında razılaşdırılan qisas əməliyyatı abş diplomatik kanallarla rəsmi tehrana ismarıc göndərərək irandan ölçülü zərbələr endirməsini istəyib istək təxminən ifadə olunub elə əməliyyat keçir mənim müdaxiləmə ehtiyac qalmasın iran həm daxildəki təzyiqi yatırmaq həm beynəlxalq nüfuzunu bərpa etmək məqsədi cavab həmləsi həyata keçirdi nəticədə həm növ sui qəsd nəticəsində öldürülən generallarının qisasını almış görüntüsü yaratdı həm daxildəki təzyiqə su səpdi əhalidə ruh yüksəkliyi yaratdı həm beynəlxalq arenada israilə cavab vermiş əvəzində isə prinsipinə sadiq qaldı israilin tehranı birbaşa müharibəyə çəkmək niyyəti puç,Public Services,1,0,neu,neg,0.08654232323169708,0.8762018084526062,0.8762018084526062
